"inspector_id","employee_no","name","phone","email","department","title","certification_level","join_date","is_active","created_at"
206,"YJ20220007","周伟强","13969897751","zwwq_99@139.com","微生物检验科","首席检验师","专家级资质","2019-04-19",True,"2025-11-11 10:24:12.697711"
207,"YJ20200010","马晓峰","13698545568","maxiaofeng@aliyun.com","特殊药品检验科","首席检验师","中级资质","2016-04-12",True,"2025-11-11 10:24:12.697711"
208,"YJ20210009","刘伟峰","13146076976","liuweifeng@aliyun.com","仪器分析室","高级检验员","高级资质","2015-10-06",True,"2025-11-11 10:24:12.697711"
209,"YJ20200011","唐晓峰","19876219178","tangxf_2024@139.com","中药鉴定室","药师","中级资质","2022-09-08",True,"2025-11-11 10:24:12.697711"
210,"YJ20230011","宋琳","18877173525","slinglin2024@139.com","药物分析室","助理药师","初级资质","2023-07-14",True,"2025-11-11 10:24:12.697711"
211,"YJ20210010","唐晓峰","15329431575","tangxf_001@163.com","中成药检测科","检验师","初级资质","2017-04-14",True,"2025-11-11 10:24:12.697711"
212,"YJ20230012","黄文杰","19494748751","huangwj_2024@139.com","中药鉴定室","首席检验师","中级资质","2018-07-27",True,"2025-11-11 10:24:12.697711"
213,"YJ20220008","陈雅婷","15141010930","chenyt_2024@139.com","微生物检验科","主任药师","高级资质","2025-08-21",True,"2025-11-11 10:24:12.697711"
214,"YJ20210011","黄伟峰","13131132994","hwf_2024@139.com","微生物检验科","主任药师","初级资质","2020-07-18",False,"2025-11-11 10:24:12.697711"
215,"YJ20220009","王晓峰","15158947968","wangxiaofeng123@163.com","临床药理科","检验员","初级资质","2024-04-18",True,"2025-11-11 10:24:12.697711"
216,"YJ20240015","许文博","15105851229","xwwb99@aliyun.com","特殊药品检验科","副主任药师","高级资质","2017-01-20",True,"2025-11-11 10:24:12.697711"
217,"YJ20230013","邓文博","13990106300","wenzb@yaodian.com","药品稳定性研究室","高级检验师","高级资质","2023-11-10",True,"2025-11-11 10:24:12.697711"
218,"YJ20240016","许伟峰","15143913879","xwfeng_99@139.com","微生物检验科","主管药师","专家级资质","2020-06-13",True,"2025-11-11 10:24:12.697711"
219,"YJ20220010","李涛","17327499589","litao.expert@yaodian.com","药品检验科","药师","专家级资质","2019-05-10",True,"2025-11-11 10:24:12.697711"
220,"YJ20230014","高伟杰","19902564432","gaojj_2024@139.com","临床药理科","主管药师","高级资质","2020-02-21",True,"2025-11-11 10:24:12.697711"
221,"YJ20230015","林晓峰","17736186060","linxf_2024@163.com","临床药理科","检验师","初级资质","2023-12-08",True,"2025-11-11 10:24:12.697711"
222,"YJ20230016","李晓峰","13937899670","xiaofeng.li@yaodian.com","药品稳定性研究室","检验员","中级资质","2022-05-26",True,"2025-11-11 10:24:12.697711"
223,"YJ20220011","吴敏","17579979407","wumin_2024@139.com","微生物检验科","检验师","高级资质","2023-06-19",True,"2025-11-11 10:24:12.697711"
224,"YJ20250008","谢峰","18253210613","xfeng1985@aliyun.com","药物分析室","主任药师","高级资质","2022-08-03",True,"2025-11-11 10:24:12.697711"
225,"YJ20210012","张伟强","18597283361","zhangwq.expert@aliyun.com","特殊药品检验科","检验员","专家级资质","2018-06-19",True,"2025-11-11 10:24:12.697711"
226,"YJ20220012","周晓峰","19530258595","zhouxf_2024@139.com","微生物检验科","首席检验师","中级资质","2024-09-01",True,"2025-11-11 10:24:12.697711"
227,"YJ20220013","何雅婷","15679809499","yatinghe@aliyun.com","微生物检验科","药师","高级资质","2021-04-07",True,"2025-11-11 10:24:12.697711"
228,"YJ20250009","郭晓峰","13335819567","guoxf_2024@139.com","临床药理科","高级检验员","初级资质","2022-07-20",True,"2025-11-11 10:24:12.697711"
229,"YJ20240017","韩晓峰","18455708893","hanxiaofeng2024@139.com","药物分析室","副主任药师","初级资质","2022-06-15",True,"2025-11-11 10:24:12.697711"
230,"YJ20210013","赵晓峰","18966850028","zxfeng123@163.com","仪器分析室","药师","中级资质","2022-11-24",True,"2025-11-11 10:24:12.697711"
231,"YJ20200012","刘伟","13647680642","liuwei777@139.com","药品检验科","检验员","初级资质","2021-10-28",True,"2025-11-11 10:24:12.697711"
232,"YJ20240018","赵伟","17947715598","zhaowei@yaodian.com","质量控制部","主任药师","专家级资质","2016-09-21",True,"2025-11-11 10:24:12.697711"
233,"YJ20200013","张伟杰","18568084225","zhangwj.2024@163.com","药品稳定性研究室","助理药师","初级资质","2025-11-21",True,"2025-11-11 10:24:12.697711"
234,"YJ20220014","张伟强","13371958453","zhangwq.expert@aliyun.com","临床药理科","药师","专家级资质","2021-07-03",True,"2025-11-11 10:24:12.697711"
235,"YJ20230017","高晓峰","18216773560","gaoxf_2024@139.com","中成药检测科","检验员","初级资质","2019-11-14",True,"2025-11-11 10:24:12.697711"
236,"YJ20250010","萧子涵","13385521414","xiaozihan@aliyun.com","药物分析室","助理药师","高级资质","2023-10-09",True,"2025-11-11 10:24:12.697711"
237,"YJ20230018","曹晓峰","17645303565","caoxiaofeng123@163.com","中成药检测科","首席检验师","初级资质","2016-09-09",True,"2025-11-11 10:24:12.697711"
238,"YJ20200014","谢文博","19778479887","xwb_2024@139.com","药品稳定性研究室","副主任药师","初级资质","2023-06-23",True,"2025-11-11 10:24:12.697711"
239,"YJ20250011","林峰","18903158928","linfeng@yaodian.com","质量控制部","主任药师","专家级资质","2019-08-27",True,"2025-11-11 10:24:12.697711"
240,"YJ20230019","韩芳","13209967999","hfang@aliyun.com","中药鉴定室","首席检验师","高级资质","2019-10-18",True,"2025-11-11 10:24:12.697711"
241,"YJ20230020","罗雅婷","18946319668","yating.luo@aliyun.com","仪器分析室","药师","高级资质","2019-10-27",True,"2025-11-11 10:24:12.697711"
242,"YJ20240019","许晓峰","18713388954","xuxiaofeng_99@163.com","中药鉴定室","药师","高级资质","2019-09-20",True,"2025-11-11 10:24:12.697711"
243,"YJ20200015","高伟强","13786908161","gao_wq88@139.com","仪器分析室","药师","中级资质","2015-08-24",True,"2025-11-11 10:24:12.697711"
244,"YJ20250012","郑晓峰","13345053161","zhengxf_2024@139.com","中药鉴定室","副主任药师","初级资质","2025-08-17",True,"2025-11-11 10:24:12.697711"
245,"YJ20230021","马晓峰","13661803168","maxf_2024@139.com","药品检验科","检验员","专家级资质","2022-02-12",True,"2025-11-11 10:24:12.697711"
246,"YJ20210014","梁晓峰","13537385823","liangxf_2024@139.com","药品稳定性研究室","助理药师","专家级资质","2017-10-18",True,"2025-11-11 10:24:12.697711"
247,"YJ20230022","孙晓峰","15865034171","sunxf_2024@139.com","药品检验科","检验员","高级资质","2022-03-05",True,"2025-11-11 10:24:12.697711"
248,"YJ20210015","孙宁","19459476864","sn_2024@139.com","微生物检验科","首席检验师","高级资质","2022-07-20",True,"2025-11-11 10:24:12.697711"
249,"YJ20220015","胡文博","19086712811","hwb_2024@139.com","中药鉴定室","助理药师","专家级资质","2021-02-05",True,"2025-11-11 10:24:12.697711"
250,"YJ20240020","郭伟杰","19991555656","guowj_2024@139.com","中药鉴定室","主管药师","初级资质","2020-08-10",True,"2025-11-11 10:24:12.697711"
251,"YJ20240021","宋晓峰","13742242547","xiaofeng.song@aliyun.com","仪器分析室","高级检验员","高级资质","2017-05-11",True,"2025-11-11 10:24:12.697711"
252,"YJ20220016","朱明远","18322266608","zmyuan@aliyun.com","临床药理科","检验员","专家级资质","2023-02-25",True,"2025-11-11 10:24:12.709203"
253,"YJ20210016","梁峰","17267364513","liangfeng_99@139.com","中成药检测科","检验师","专家级资质","2021-07-01",True,"2025-11-11 10:24:12.709203"
254,"YJ20230023","宋伟杰","15906838502","weijie.song@yaodian.com","药品检验科","药师","专家级资质","2015-10-11",True,"2025-11-11 10:24:12.709203"
255,"YJ20210017","徐伟","13039219772","xwwei@yaodian.com","药品稳定性研究室","高级检验师","高级资质","2024-11-26",True,"2025-11-11 10:24:12.709203"
256,"YJ20220017","李晓峰","17965750494","xiaofeng.li@139.com","微生物检验科","检验师","中级资质","2024-11-26",True,"2025-11-11 10:24:12.709203"
257,"YJ20220018","郭文博","15339618109","guowb@yaodian.com","中成药检测科","药师","高级资质","2019-08-18",True,"2025-11-11 10:24:12.709203"
258,"YJ20240022","李雅婷","17508147733","liyating@aliyun.com","特殊药品检验科","药师","高级资质","2021-12-24",True,"2025-11-11 10:24:12.709203"
259,"YJ20230024","郭伟强","19190838375","gwq_99@139.com","特殊药品检验科","药师","高级资质","2020-09-13",True,"2025-11-11 10:24:12.709203"
260,"YJ20230025","赵伟杰","18665832807","zweijie99@139.com","仪器分析室","首席检验师","高级资质","2015-07-04",True,"2025-11-11 10:24:12.709203"
261,"YJ20200016","吴晓峰","17520159560","wuxiaofeng@yaodian.com","中成药检测科","首席检验师","专家级资质","2021-02-09",True,"2025-11-11 10:24:12.709203"
262,"YJ20240023","谢文博","19194842600","xwwb2024@139.com","质量控制部","副主任药师","中级资质","2020-11-19",True,"2025-11-11 10:24:12.709203"
263,"YJ20220019","马涛","18207344102","matao2024@139.com","药品稳定性研究室","主管药师","中级资质","2023-03-07",True,"2025-11-11 10:24:12.709203"
264,"YJ20210018","陈雅婷","13088195500","yatingchen@aliyun.com","中药鉴定室","高级检验员","中级资质","2020-04-10",True,"2025-11-11 10:24:12.709203"
265,"YJ20230026","王伟杰","13644760240","wjwang.expert@aliyun.com","微生物检验科","检验师","专家级资质","2024-09-16",True,"2025-11-11 10:24:12.709203"
266,"YJ20220020","张晓峰","18049724552","zhangxf_2024@139.com","临床药理科","检验师","中级资质","2023-09-05",True,"2025-11-11 10:24:12.709203"
267,"YJ20240024","许文博","17093891000","xwbo_2024@163.com","药品稳定性研究室","高级检验师","专家级资质","2023-04-05",True,"2025-11-11 10:24:12.709203"
268,"YJ20230027","唐磊","18850812845","tanglei@aliyun.com","中药鉴定室","检验师","中级资质","2017-10-12",True,"2025-11-11 10:24:12.709203"
269,"YJ20230028","陈雅婷","15137408242","chenyt_expert@aliyun.com","微生物检验科","药师","专家级资质","2024-06-15",True,"2025-11-11 10:24:12.709203"
270,"YJ20210019","许文博","19022348432","xwwb888@139.com","临床药理科","副主任药师","专家级资质","2019-06-14",True,"2025-11-11 10:24:12.709203"
271,"YJ20240025","杨晓峰","19337270353","yangxf_2024@139.com","药品检验科","副主任药师","初级资质","2018-06-25",True,"2025-11-11 10:24:12.709203"
272,"YJ20210020","陈晓峰","17483880207","chenxf_2024@139.com","质量控制部","高级检验员","中级资质","2023-08-24",True,"2025-11-11 10:24:12.709203"
273,"YJ20240026","谢晓峰","13179261363","xiaofeng.xie@139.com","微生物检验科","高级检验员","初级资质","2025-03-19",True,"2025-11-11 10:24:12.709203"
274,"YJ20220021","马伟强","13140086808","wqma@yaodian.com","药品检验科","高级检验师","专家级资质","2022-06-02",True,"2025-11-11 10:24:12.709203"
275,"YJ20200017","罗文博","13230898822","luwenbo@aliyun.com","仪器分析室","主管药师","专家级资质","2025-04-08",True,"2025-11-11 10:24:12.709203"
276,"YJ20200018","郑晓峰","18380793183","zhengxf_2024@139.com","微生物检验科","主管药师","中级资质","2015-03-08",True,"2025-11-11 10:24:12.709203"
277,"YJ20220022","梁峰","15255593628","liangfeng_2024@163.com","中药鉴定室","高级检验师","初级资质","2020-06-10",True,"2025-11-11 10:24:12.709203"
278,"YJ20200019","高伟明","15916023545","gwm.2024@139.com","临床药理科","主任药师","中级资质","2016-01-14",True,"2025-11-11 10:24:12.709203"
279,"YJ20220023","陈伟杰","17173811799","chenwj_2024@139.com","临床药理科","检验员","专家级资质","2019-06-21",True,"2025-11-11 10:24:12.709203"
280,"YJ20200020","吴涛","15532413964","wutao2024@139.com","药品稳定性研究室","主管药师","初级资质","2021-03-11",True,"2025-11-11 10:24:12.709203"
281,"YJ20210021","韩峰","15574642725","hfnf888@139.com","药品检验科","高级检验员","专家级资质","2022-01-17",True,"2025-11-11 10:24:12.709203"
282,"YJ20200021","王磊","18199937764","wanglei_001@139.com","质量控制部","检验员","初级资质","2025-11-06",True,"2025-11-11 10:24:12.709203"
283,"YJ20220024","陈晓峰","19746113260","chenxf_2024@139.com","微生物检验科","高级检验师","初级资质","2020-12-15",True,"2025-11-11 10:24:12.709203"
284,"YJ20220025","郭伟","19955726890","guowei@163.com","微生物检验科","副主任药师","中级资质","2017-03-28",False,"2025-11-11 10:24:12.709203"
285,"YJ20220026","林晓峰","17012038336","linxf_99@139.com","药品检验科","主管药师","专家级资质","2015-12-12",True,"2025-11-11 10:24:12.709203"
286,"YJ20220027","唐晓峰","18574964077","tangxf_2024@139.com","质量控制部","检验师","中级资质","2023-07-12",True,"2025-11-11 10:24:12.709203"
287,"YJ20240027","杨文博","17276565793","yangwb_expert@aliyun.com","仪器分析室","检验师","专家级资质","2021-12-11",True,"2025-11-11 10:24:12.709203"
288,"YJ20230029","孙晓峰","17831113111","sunxf_2024@aliyun.com","药品稳定性研究室","助理药师","高级资质","2016-08-03",True,"2025-11-11 10:24:12.709203"
289,"YJ20230030","王晓峰","15636244373","wangxf_99@139.com","药品检验科","检验师","高级资质","2016-08-20",True,"2025-11-11 10:24:12.709203"
290,"YJ20250013","陈敏","19580064938","chenmin_expert@yaodian.com","中成药检测科","检验师","专家级资质","2017-11-08",True,"2025-11-11 10:24:12.709203"
291,"YJ20240028","郑晓峰","13689796577","zhxiao_feng@aliyun.com","中成药检测科","首席检验师","高级资质","2020-08-01",True,"2025-11-11 10:24:12.709203"
292,"YJ20220028","马晨曦","18578915323","mchx_2024@139.com","仪器分析室","助理药师","专家级资质","2023-12-05",True,"2025-11-11 10:24:12.709203"
293,"YJ20220029","张伟杰","13272001450","zhangwj.expert@aliyun.com","质量控制部","药师","专家级资质","2015-02-25",True,"2025-11-11 10:24:12.709203"
294,"YJ20250014","罗伟强","18449570221","luowq@aliyun.com","质量控制部","副主任药师","专家级资质","2021-03-01",True,"2025-11-11 10:24:12.709203"
295,"YJ20210022","邓晓峰","15217959474","xf.deng@aliyun.com","微生物检验科","药师","专家级资质","2020-12-21",False,"2025-11-11 10:24:12.709203"
296,"YJ20220030","林晓峰","19819958592","linxf_2024@139.com","质量控制部","首席检验师","高级资质","2025-11-09",True,"2025-11-11 10:24:12.709203"
297,"YJ20240029","谢宁","17904433416","xiening@139.com","质量控制部","主管药师","初级资质","2025-10-16",True,"2025-11-11 10:24:12.709203"
298,"YJ20220031","宋睿","17820450880","srui@aliyun.com","仪器分析室","检验员","专家级资质","2024-02-07",True,"2025-11-11 10:24:12.709203"
299,"YJ20250015","刘伟杰","19482691318","liweijie123@163.com","质量控制部","高级检验师","初级资质","2018-09-11",True,"2025-11-11 10:24:12.709203"
300,"YJ20240030","高伟","18870656080","gao_wei001@139.com","仪器分析室","首席检验师","初级资质","2019-08-13",True,"2025-11-11 10:24:12.709203"
301,"YJ20200022","郑伟杰","17621307863","zweijie@aliyun.com","质量控制部","检验师","专家级资质","2021-11-01",True,"2025-11-11 10:24:12.709203"
